| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
|  | Pentene-1, 2-methyl- | Vinyl chloride | -1.16 | 2.31 | 1.59 | 0.68 | N |
|  | Pentene-1, 5-cyclohexyl- | Acrylonitrile | -0.043 | 0.044 | 4.22 | 0.45 | N |
|  | Pentenoate, 3-oxo-4-, ethyl | Styrene | 0.747 | 0.073 | 0.164 | 0.015 | N |
|  | Pentenoate, 3-oxo-4-, ethyl | Styrene | 0.635 | 0.068 | 0.162 | 0.015 | N |
|  | Phosphate, 2-(acryloyloxy)ethyl diethyl | Styrene | 0.168 | 0.355 | 0.597 | 0.044 | N |
| Monomer 1 |  | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- | --- |
| Phosphate, 2-(acryloyloxy)ethyl diethyl |  | Styrene | 0.108 | 0.034 | 0.599 | 0.002 | N | 971 |
| Phosphate, vinyl bis(chloroethyl) |  | Styrene | 0.03 | 0.23 | 2.47 | 0.78 | Y | 133 |
| Phosphate, vinyl diethyl |  | Vinyl chloride | 0.15 | 0.047 | 3.4 | 0.21 | Y | 779 |
| Phosphate, vinyl diethyl |  | Vinyl chloroacetate | 0.374 | 0.046 | 2.01 | 0.2 | Y | 779 |
| Phosphate, vinyl diphenyl |  | Vinyl chloride | 0.327 | 0.023 | 3.009 | 0.077 | Y | 779 |
| Phosphate, vinyl diphenyl |  | Vinyl chloroacetate | 0.53 | 0.12 | 1.42 | 0.15 | Y | 779 |
| Phosphazene, isopropenylpentafluoro- |  | Styrene | -0.121 | 0.088 | 1.6 | 0.27 | Y | 765 |
| Phosphazene, isopropenylpentafluoro- |  | Styrene, p-chloromethyl- | -0.048 | 0.067 | 1.64 | 0.58 | Y | 765 |
| Phosphine oxide, diphenylvinyl- |  | Acrylonitrile | 0.16 |  | 3.8 |  |  | 843 |
| Phosphine oxide, diphenylvinyl- |  | Vinyl acetate | 1.7 |  | 0.38 |  |  | 843 |
| Phosphonate, 2-(4-vinylphenyl)ethyl,diethyl |  | Styrene | 1.36 |  | 0.55 |  |  | 796 |
| Phosphonate, 4-vinylphenyl, diethyl |  | Styrene | 1.4 |  | 0.7 |  |  | 796 |
| Phosphonate, a-bromovinyl-, diethyl |  | Methacrylate, methyl | 0.04 |  | 1.25 |  |  | 684 |
| Phosphonate, a-carboethoxyvinyl-, diethyl |  | Methacrylate, methyl | 0.05 |  | 1 |  |  | 684 |
| Phosphonate, a-carboethoxyvinyl-, diethyl |  | Phosphonate, vinyl-, diethyl | 0.55 |  | 0.62 |  |  | 684 |
| Phosphonate, a-carboethoxyvinyl-, diethyl |  | Methacrylate, methyl | 0.01 |  | 4.7 |  |  | 684 |
| Phosphonate, isopropenyl-, dimethyl |  | Methacrylate, methyl | 0.2 |  | 30 |  |  | 684 |
| Phosphonate, isopropenyl-, dimethyl |  | Styrene | 0.23 |  | 8.6 |  |  | 684 |
| Phosphonate, isopropenyl-, dimethyl |  | Vinyl acetate | 0.99 |  | 0.14 |  |  | 684 |
| Phosphonate, vinyl-, bis(2-chloroethyl) |  | Ethylene | 7.73 | 2.19 | 0.077 | 0.003 | Y | 801 |
| Phosphonate, vinyl-, bis(2-chloroethyl) |  | Methacrylate, methyl | 0.26 |  | 29.9 |  |  | 410 |
| Phosphonate, vinyl-, bis(2-chloroethyl) |  | Styrene | 0.02 | 0.39 | 2.46 | 0.43 | Y | 133 |
| Phosphonate, vinyl-, bis(2-chloroethyl) |  | Styrene | 0.16 |  | 2.3 |  |  | 410 |
| Phosphonate, vinyl-, bis(2-chloroethyl) |  | Styrene | 0.2 |  | 2.2 |  |  | 485 |
| Phosphonate, vinyl-, bis(2-chloroethyl) |  | Styrene | 0.18 |  | 6.32 |  |  | 592 |
| Phosphonate, vinyl-, bis(2-chloroethyl) |  | Styrene | 0.18 |  | 6.32 |  |  | 594 |
| Phosphonate, vinyl-, bis(2-chloroethyl) |  | Vinyl acetate | 0.85 |  | 0.09 |  |  | 592 |
| Phosphonate, vinyl-, bis(2-chloroethyl) |  | Vinyl acetate | 0.85 |  | 0.09 |  |  | 594 |
| Phosphonate, vinyl-, bis(2-chloroethyl) |  | Vinyl acetate | 0.47 |  | 0.33 |  |  | 595 |
| Phosphonate, vinyl-, dibutyl |  | Styrene | -0.12 | 2.33 | 4.97 | 3.44 | Y | 129 |
| Phosphonate, vinyl-, diethyl |  | Methacrylate, methyl | 0.04 |  | 11.1 |  |  | 684 |
| Phosphonate, vinyl-, diethyl |  | Methacrylic acid | 0.15 |  | 1.9 |  |  | 431 |
| Phosphonate, vinyl-, diethyl |  | Phosphonate, a-carbomethoxyvinyl-,diethyl | 0.62 |  | 0.55 |  |  | 684 |
| Phosphonate, vinyl-, diethyl |  | Styrene | -0.15 | 2.18 | 4.36 | 4.27 | Y | 129 |
| Phosphonate, vinyl-, diethyl |  | Styrene | -0.52 | 0.22 | 1.59 | 0.24 | Y | 18 |
| Phosphonate, vinyl-, diethyl |  | Styrene | 0.02 |  | 2.45 |  |  | 592 |
| Phosphonate, vinyl-, diethyl |  | Styrene | 0 |  | 3.88 |  |  | 684 |
| Phosphonate, vinyl-, diethyl | Phosphonate, vinyl-, diethyl | Vinyl acetate Vinyl acetate | 0.74 0.6 |  | 0.04 0.09 |  |  | 592 684 |
| Phosphonate, vinyl-, diisobutyl |  | Ethylene |  |  |  |  | Y | 801 |
| Phosphonate, vinyl-, diisobutyl |  | Styrene | -0.32 | 1.46 | 3.87 | 1.59 | Y | 129 |
| Phosphonate, vinyl-, dimethyl |  | Styrene | 0.4 |  | 4.61 |  |  | 129 |
| Phosphonate, vinyl-, dimethyl |  | Styrene | 0.15 |  | 2.45 |  |  | 592 |
| Phosphonate, vinyl-, dimethyl |  | Styrene | 0.02 |  | 2.45 |  |  | 594 |
| Phosphonate, vinyl-, dimethyl |  | Vinyl acetate | 0.74 |  | 0.04 |  |  | 592 |
| Phosphonate, vinyl-, dimethyl |  | Vinyl acetate | 0.74 |  | 0.04 |  |  | 594 |
| Phosphonate, vinyl-, diphenyl |  | Ethylene | 1.66 | 2.22 | 0.088 | 0.01 | Y | 801 |
| Phosphonate, vinyl-, diphenyl |  | Styrene | -0.38 | 0.29 | 1.74 | 0.16 | Y | 129 |
| Phosphonic acid, a-phenylvinyl |  | Vinylidene cyanide | 0.1 |  | 4.58 |  |  | 921 |
| Phosphonic acid, a-phenylvinyl- |  | Acrylic acid | 0.04 | 0.83 | 0.7 | 0.13 | Y | 132 |
| Phosphonic acid, a-phenylvinyl- |  | Acrylonitrile | -0.45 | 0.41 | 0.34 | 0.12 | Y | 132 |
| Phosphonic acid, a-phenylvinyl- |  | Acrylonitrile | 0 |  | 2.36 |  |  | 590 |
| Phosphonic acid, a-phenylvinyl- |  | Butadiene, 2,3-dichloro- | 0.07 |  | 7.75 |  |  | 588 |
| Phosphonic acid, a-phenylvinyl- |  | Butadiene, 2,3-dichloro- | 0.07 |  | 7.75 |  |  | 597 |
| Phosphonic acid, a-phenylvinyl- |  | Butadiene, 2-chloro- | 0.1 |  | 7.5 |  |  | 546 |
| Phosphonic acid, a-phenylvinyl- |  | Butadiene, 2-chloro- | 0.1 |  | 7.5 |  |  | 597 |
| Phosphonic acid, a-phenylvinyl- |  | Methacrylate, methyl | -0.063 | 0.077 | 1.362 | 0.084 | Y | 131 |
| Phosphonic acid, a-phenylvinyl- |  | Methacrylonitrile | 0 |  | 2.24 |  |  | 590 |
| Phosphonate, vinyl-, diisopropyl |  | Styrene | -0.52 | 2.52 | 2.57 | 2.13 | Y | 129 |
| Phosphonate, vinyl-, dimethyl |  | Butadiene, 2-chloro- | 0.1 |  | 7.5 |  |  | 594 |
| Phosphonate, vinyl-, dimethyl |  | Styrene |  |  |  |  | Y | 129 |
| Phosphonate, vinyl-, dipropyl |  | Styrene | -0.41 | 0.72 | 3.81 | 0.68 | Y | 129 |
| Phosphonic acid, a-phenylvinyl- |  | Methacrylic acid | 0.17 | 0.3 | 1.49 | 0.16 | Y | 130 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Pinene, α- | Methacrylate, methyl | 0.08 |  | 10 |  |  | 848 |
| Piperidinol, 4-, N-methyl-4-(vinylethynyl)- | Maleimide | 2.05 | 0.03 | 0.49 | 0.01 |  | 773 |
| Propanesulfonate, 3-[diethyl- | Acrylate, ethyl | 0.19 | 0.02 | 3.97 | 1.03 | Y | 962 |
| [2-(2-methacroyloxyethoxy)ethyl] | Propene, 3,3,3-trichloro- | Acrylonitrile | 0.1 |  | 12.2 |  | 402 |
| Propene, 3,3,3-trichloro- | Vinyl acetate | 0.19 | 0.19 |  |  |  | 402 |
| Propene, 2-chloro- | Vinyl chloride | 0.58 | 0.75 |  |  |  | 517 |
| Propenyl, 2-, acetate | Vinyl chloride | 0.25 |  | 2.2 |  |  | 189 |
| Propenyl, 2-chloro-, acetate | Acrylate, methyl | 0 |  | 0.7 |  |  | 445 |
| Propenyl, 2-chloro-, acetate | Acrylic acid | 0 |  | 1 |  |  | 445 |
| Propenyl, 2-chloro-, acetate | Methacrylate, methyl | 0 |  | 1 |  |  | 445 |
| Propenyl, 2-chloro-, acetate | Styrene | 0 |  | 4.1 |  |  | 445 |
| Propenyl, 2-chloro-, acetate | Vinyl chloride | 0 |  | 0.7 |  |  | 445 |
| Propenyl, 2-methyl-, acetate | Methacrylate, methyl | 0 |  | 10 |  |  | 470 |
| Propenyl, 2-methyl-, acetate | Styrene | 0 |  | 71 |  |  | 470 |
| Propenyl, 2-methyl-, acetate | Vinylidene chloride | 0 |  | 2.4 |  |  | 470 |
| Propenyltriethoxysilane | Vinyl chloride | Y |  | 237 |  |  |  |
| Propylene | Acrylic acid | Y |  | 183 |  |  |  |
| Propylene | Ethylene | 3.43 |  | 388 |  |  |  |
| Propylene | Vinyl chloride | 0.09 | 2.45 |  |  |  | 560 |
| Propylene | Vinyl chloride | 2.9 |  | 588 |  |  |  |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Pyridazinone, 3-(2-vinyl)-6-methyl- | Acrylonitrile | 0.19 | 0.04 | 0.32 | 0.02 | N | 340 |
| Pyridazinone, 3-(2-vinyl)-6-methyl- | Methacrylate, methyl | 0.56 | 0.04 | 0.86 | 0.02 | N | 340 |
| Pyridazinone, 3-(2-vinyl)-6-methyl- | Styrene | 0.85 | 0.05 | 0.9 | 0.03 | N | 340 |
| Pyridazinone, 3-(2-vinyl)-6-methyl- | Acrylonitrile | 0.02 | 0.02 | 0.74 | 0.02 | N | 340 |
| 4,5-dihydro-Pyridazinone, 3-(2-vinyl)-6-methyl- | Methacrylate, methyl | 0.08 | 0.03 | 1.19 | 0.04 | N | 340 |
| 4,5-dihydro- |  |  |  |  |  |  |  |
| Pyridazinone, 3-(2-vinyl)-6-methyl- | Styrene | 0.13 | 0.03 | 5.92 | 0.1 | N | 340 |
| 4,5-dihydro- |  |  |  |  |  |  |  |
| Pyridazone, 2-vinyl-6-methyl-4,5-benz-3- | Methacrylate, methyl | 0.27 |  | 1.65 |  |  | 897 |
| Pyridazone, 2-vinyl-6-methyl-4,5-benz-3- | Styrene | 0.24 |  | 0.7 |  |  | 897 |
| Pyridine, 2-methyl-5-vinyl- | Sulfonic acid, o-methacryloyl-aminobenzene | -0.002 | 0.031 | 1.83 | 0.218 | Y | 1006 |
| Pyridine, 2-methyl-5-vinyl- | Sulfonic acid, p-methacryloyl-aminobenzene | -0.054 | 0.048 | 2.72 | 0.525 | Y | 1006 |
| Pyridine, 2-vinyl- | Acetylene, phenyl- |  |  |  |  | Y | 192 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Pyridine, 2-vinyl- | Oct-1-ene, 6,6-dimethyl-4,8-dioxaspiro | 2.216 | 0.062 | 0.073 | 0.04 | Y | 838 |
| Pyridine, 4-vinyl- | Isoprene | 2.49 | 0.09 | 0.32 | 0.04 | N | 424, 342 |
| Pyridine, 4-vinyl- | Vinyl chloride |  |  |  |  | Y | 154 |
| Pyrimidine-2-one, 1,3-divinylhexahydro- | Acrylate, ethyl | -0.05 | 0.03 | 0.59 | 0.13 | N | 800 |
| 5-methyl- |  |  |  |  |  |  |  |
| 5-methyl- |  |  |  |  |  |  |  |
| 5-methyl- |  |  |  |  |  |  |  |
| Pyrrolidone, N-vinyl- | Acenaphthalene |  |  |  |  | N | 326 |
| Pyrrolidone, N-vinyl- | Acrylonitrile |  |  |  |  | Y | 213 |
| Pyrrolidone, N-vinyl- | Dioxolane, 1,3,4-methylene-2-trichlor | 2.98 |  | 0.04 |  |  | 647 |
| Pyrrolidone, N-vinyl- | Dioxolane, 1,3-, 4,4-dimethyl-5-methyl | 3.87 |  | 0.01 |  |  | 647 |
| Pyrrolidone, N-vinyl- | Maleimide, N-(2-hydroxyethyl)- | 0.002 | 0.002 | 0.038 | 0.01 | Y | 323, 657 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Pyrrolidone, N-vinyl- | Methacrylate, ferrocenylmethyl | 0.073 | 0.096 | 2.57 | 2.77 | Y | 325 |
| Pyrrolidone, N-vinyl- | Oct-1-ene, 6,6-dimethyl-4,8-dioxaspiro | -0.009 | 0.018 | 0.552 | 0.075 | Y | 838 |
| Pyrrolidone, N-vinyl- | Triazine, 2-allyloxy-4,6-dichloro- | 0.98 |  | 0.5 |  |  | 826 |
| Pyrrolidone, N-vinyl- | Vinyl cymantrene | 0.037 | 0.03 | 0.093 | 0.053 | Y | 308 |
| Pyrrolidone, N-vinyl- | Vinylene carbonate | 1.08 | 0.11 | 0.056 | 0.059 | Y | 103 |
| S-Ethyl N-vinyl-N-methylthiolcarbamate | Styrene | -0.11 | 0.26 | 10 | 1.72 | Y | 197 |
| S-Ethyl N-vinyl-N-methylthiolcarbamate | Vinyl acetate | 1.22 | 1.17 | 0.67 | 0.1 | Y | 197 |
| S-Vinyl N,N-diethylthiolcarbamate | Styrene | 0.1 | 0.34 | 4.45 | 0.48 | Y | 197 |
| S-Vinyl N,N-diethylthiolcarbamate | Vinyl acetate | 1.89 | 0.77 | 0.133 | 0.025 | Y | 197 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Styrene | Acrylamido, 1-,1-deoxy-D-glucitol | 2.42 | 0.08 | 0.03 | 0.02 | N | 258 |
| Styrene | Acrylamidomethylamino, p-, azobenzene | 0.083 |  | 8.5 |  |  | 858 |
| Styrene | Acrylate, 2-chloroethylglucitol | 0.49 | 0.2 | 0.14 | 0.09 |  | 806 |
| Styrene | Acrylate, 2-nitrobutyl | 0.35 | 0.03 | 0.12 | 0.01 | N | 234 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Styrene | Acrylate, di-, nickel | 1.83 | 0.02 | 0.53 | 0.06 | N | 829 |
| Styrene | Acrylate, diethylaluminum | -0.002 | 0.016 | 0.046 | 0.035 | Y | 652 |
| Styrene | Acrylate, diethylaluminum |  |  |  |  | Y | 652 |
| Styrene | Acrylate, ferrocenylmethyl | 1.87 | 0.17 | -0.016 | 0.06 | Y | 293 |
| Styrene | Acrylate, ferrocenylmethyl | 2.3 |  | 0.02 |  |  | 293 |
| Styrene | Acrylate, ferrocenylmethyl | 2.5 |  | 0.02 |  |  | 576 |
| Styrene | Styrene |  |  |  |  |  |  |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Acrylate, butyl | Itaconate, bis(tri-n-butyltin) | 0.91 |  | 0.422 |  |  | 940 |
| Acrylate, butyl | Methacrylate, 2-chloro-2,3,3,3-fluoropropyl | 0.079 | 0.304 | 0.221 | 0.636 | N | 927 |
| Acrylate, butyl | Styrene, p-1-(2-hydroxybutyl)- | 0.17 |  | 0.4 |  |  | 548 |
| Acrylate, butyl | Styrene, p-octylamine sulfonate | 0.3 |  | 2.3 |  |  | 817 |
| Acrylate, butyl | Vinyl, p-, benzylethylcarbinol | 0.17 |  | 0.4 |  |  | 591 |
| Acrylate, butyl | Vinylanthracene, 9- | 3.717 | 0.046 | 0.126 | 0.054 | Y | 123 |
| Acrylate, cis-β-cyano-, methyl | Acrylonitrile |  |  |  |  | N | 1034 |
| Acrylate, cis-β-cyano-, methyl | Styrene |  |  |  |  | N | 1034 |
| Acrylate, di-, copper | Methacrylate, di-, dicyclopentadienyl-titanium | 1.09 |  | 0.89 |  |  | 876 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Styrene | Acrylate, thio-, butyl | 0.439 | 0.14 | 0.421 | 0.17 |  | 806 |
| Styrene | Acrylate, thio-, ethyl | 0.18 | 0.038 | 0.291 | 0.075 |  | 806 |
| Styrene | Acrylate, thio-, tert-butyl | 0.157 | 0.034 | 0.368 | 0.055 |  | 806 |
| Styrene Styrene | Acrylic acid Acrylic acid | 0.15 0.22 |  | 0.25 0.35 |  |  | 397 414 |
| Styrene | Acrylic acid, N-acetyl-a-amino- | 0.91 |  | 0.44 |  |  | 661 |
| Styrene Styrene | Acrylonitrile Acrylonitrile | 0.4 0.36 |  | 0.05 0.03 |  |  | 269 396 |
|  | Acrylonitrile | 0.33 |  | 0.17 |  |  | 727 |
| Styrene | Acrylonitrile, a-chloro- | 0.13 | 0.04 | 0.03 | 0.02 |  | 806 |
| Styrene | Acryloyloxy, 2-, benzoic acid | 0.06 | 0.02 | 0.64 | 0.02 | N | 651 |
| Styrene | Allyl chloride |  |  |  |  | Y | 204 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Styrene | Azobenzene, 4-(acrylamidomethylamino)- | 0.083 | 8.5 |  |  |  | 880 |
| Styrene | Benzothiazolone, N-[(methacroyloxy)methyl] | 0.35 | 0.02 | 3.1 | 0.01 |  | 960 |
| Styrene | Bicyclo[2,2,1]hept-2-ene-5,6-dicarboximide, N-benzyl | 18.2 |  | 0 |  |  | 994 |
| Styrene | Bicyclo[2,2,1]hept-2-ene-5,6-dicarboximide, N-benzyl | 89.2 |  | 0 |  |  | 994 |
| Styrene | Borazine, β-vinyl | 4.53 | 0.62 | 0.001 | 0.016 |  | 1018 |
| Styrene | Butenoate, 3-phenyl-3-, methyl | 1.97 | 0.364 | -0.532 | 0.512 | Y | 1008 |
| Styrene | Cinnamate, α-cyano-, ethyl |  |  |  |  | Y | 134 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Styrene | Cinnamide, N,N-diethyl- | 4.17 |  | 0.01 |  |  | 737 |
| Styrene | Cinnamide, p-chloro-, N,N-diethyl- | 2.99 |  | 0.01 |  |  | 737 |
| Styrene | Cinnamide, p-methyl-, N,N-diethyl- | 4.95 |  | 0.01 |  |  | 737 |
| Styrene | Cinnamonitrile, α-cyano- |  |  |  |  | Y | 134 |
| Styrene | Citraconimide, β-iso-,N-(4-acetylphenyl)- | 0.42 |  | 0 |  |  | 608 |
| Styrene | Citraconimide, β-iso-,N-(4-chlorophenyl)- | 0.28 |  | 0 |  |  | 608 |
| Styrene | Citraconimide, β-iso-,N-(4-ethoxycarbonylphenyl)- | 0.3 |  | 0 |  |  | 608 |
| Styrene | Citraconimide, β-iso-,N-(4-methoxyphenyl)- | 0.27 |  | 0 |  |  | 608 |
| Styrene | Citraconimide, β-iso-, N-(p-tolyl)- | 0.4 |  | 0 |  |  | 608 |
| Styrene | Citraconimide, β-iso-, N-phenyl- | 0.39 |  | 0 |  |  | 608 |
| Styrene | Citraconimide, N-allyl | 0.142 |  | 0.004 |  |  | 959 |
| Styrene | Citraconimide, α-iso-,N-(4-acetylphenyl)- | 0.81 |  | 0 |  |  | 608 |
| Styrene | Citraconimide, α-iso-,N-(4-chlorophenyl)- | 1.03 |  | 0 |  |  | 608 |
| Styrene | Citraconimide, α-iso-,N-(4-ethoxycarbonylphenyl)- | 0.96 |  | 0 |  |  | 608 |
| Styrene | Citraconimide, α-iso-,N-(4-methoxyphenyl)- | 0.39 |  | 0 |  |  | 608 |
| Styrene | Citraconimide, α-iso-, N-(p-tolyl)- | 1.69 |  | 0 |  |  | 608 |
| Styrene | Citraconimide, α-iso-, N-phenyl- | 1.76 |  | 0 |  |  | 608 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Styrene | Crotonate, a-carboethoxy-, ethyl | 8.24 |  | 0 |  |  | 785 |
| Styrene | Cyclopentene, 4-, -1,3-dione |  |  |  |  | Y | 263 |
| Styrene | Dihydroxydiphenylsulfone diallyl ether | 0.975 | 0.015 | 0.92 | 0.16 |  | 1016 |
| Styrene | Dithiane, 2-methylene-1,3- | 0.03 |  | 3.35 |  |  | 1031 |
| Styrene | Divinylbenzene, m- | 0.58 | 0.15 | 0.58 | 0.04 | N | 262 |
| Styrene | Divinylbenzene, p- | 0.26 | 0.25 | 1.18 | 0.17 | N | 262 |
| Styrene | Ethylene, tetrachloro- |  |  |  |  | Y | 204 |
| Styrene | Ethylene, tetrachloro- | 200 |  |  |  | Y | 204 |
|  | ethylthioacetal |  |  |  |  |  |  |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Styrene | Fumaronitrile |  |  |  |  | Y | 191 |
| Styrene | Fumaronitrile |  |  |  |  | Y | 77 |
| Styrene | Fumaryl chloride |  |  |  |  | Y | 91 |
| Styrene | Furan, 2,3-dihydro- | 20 |  | 0 |  |  | 806 |
| Styrene | Isoprene, 3-acetoxy- | 0.34 |  | 4.47 |  |  | 770 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Styrene | Isopropenyl, 3-(1-cyclohexenyl), acetate | 1.59 |  | 0.56 |  |  | 770 |
| Styrene | Isopropenylacetophenone, p- | 0.3 | 0.18 | 0.84 | 0.59 | Y | 266 |
| Styrene | Isopropylidene, 2,3:4,5-di-O-, -1-vinylbenzyl | 0.14 | 0.055 | 3.26 | 1.12 | Y | 772 |
| Styrene | Itaconate, di-2[-2(2-methoxyethoxy)-ethoxy]ethyl | 0.53 | 0.022 | 0.2 | 0.015 |  | 1098 |
| Styrene | Itaconate, dimethyl |  |  |  |  | N | 39 |
| Monomer 1 | Monomer 2 | rx | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
|  | N-(4-ethoxycarbonylphenyl) |  |  |  |  |  |  |
| Styrene | Itaconimide, N-ethyl | 0.232 | 0.029 | 0.172 | 0.06 | Y | 642 |
|  | N-3-dimethylamino-6-methyl | 0.55 | 0.03 | -0.19 | 0.03 | N | 679 |
| Styrene | Maleate, butyl stannyl, allyl | 2.07 | 0.14 | -0.043 | 0.021 | Y | 811 |
| Styrene | Maleate, diethyl |  |  |  |  | Y | 14 |
| Styrene | Maleic anhydride | 0.02 |  |  |  |  | 384 |
|  | α-chloro- |  |  |  |  |  |  |
|  | α-chloro- |  |  |  |  |  |  |
|  | α-chloro- |  |  |  |  |  |  |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Styrene | Maleimide, N-[N'-(α-methylbenzyl)-aminocarbonylundecyl]- |  |  |  |  | Y | 1099 |
| Styrene | Maleimide, N-butyl- |  |  |  |  | Y | 115 |
| Styrene | 4-(2-chlorophenyl)-Maleimide, N,N-dimethylaniline, | 0.05 | 0.04 |  |  |  | 747 |
| Styrene | Mesaconate, di-sec-butyldithiol | 0.45 |  | 0.02 |  |  | 624 |
| Styrene | Mesaconate, dibenzyldithiol | 0.28 |  | 0.06 |  |  | 624 |
| Styrene | Mesaconate, dibutyldithiol | 0.41 |  | 0.03 |  |  | 624 |
| Styrene | Mesaconate, diethyldithiol | 0.4 |  | 0.03 |  |  | 624 |
| Styrene | Mesaconate, diisobutyldithiol | 0.41 |  | 0.03 |  |  | 624 |
| Styrene | Mesaconate, diisopropyldithiol | 0.44 |  | 0.05 |  |  | 624 |
| Styrene | Mesaconate, dimethyldithiol | 0.35 |  | 0.07 |  |  | 624 |
| Styrene | Mesaconate, diphenyldithiol | 0.16 | 0.15 |  |  |  | 624 |
| Styrene | Mesaconate, dipropyldithiol | 0.39 |  | 0.06 |  |  | 624 |
| Styrene | Methacrylamide, 1-deoxy-D-glucitol | 2.09 |  | 0.005 |  |  | 258 |
| Styrene | Methacrylate, 2,2,6,6,-tetramethyl-4-piperidinyl | 0.63 | 0.3 |  |  |  | 664 |
| Styrene | Methacrylate, 2,3-epithiopropyl | 0.41 | 0.28 |  |  |  | 787 |
| Styrene | Methacrylate, 2-(sulfonic acid)ethyl | 0.37 | 0.6 |  |  |  | 564 |
| Styrene | Methacrylate, 2-bromoethyl | 0.32 | 0.41 |  |  |  | 657 |
| Styrene | Methacrylate, 2-chloro-2,3,3,3-fluoropropyl | 0.121 | 0.068 | 0.243 | 0.15 | N | 927 |
| Styrene | Methacrylate, 2-chloroethyl | 0.42 | 0.23 |  |  |  | 382 |
| Styrene | Methacrylate, 2-hydroxyethyl | 0.5 | 1.65 |  |  |  | 878 |
| Styrene | Methacrylate, 2-hydroxyethyl | 0.59 | 0.53 |  |  |  | 878 |
| Styrene | Methacrylate, 2-hydroxyethyl | 0.53 | 0.59 |  |  |  | 903 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
|  | 2-aminoethyl |  |  |  |  |  |  |
| Styrene | Methacrylate, α-naphthoyloxy-, ethyl | 0.216 | 0.043 | 0.242 | 0.018 | Y | 1102 |
| Styrene Styrene | Methacrylate, butyl Methacrylate, butyl | 0.63 0.54 |  | 0.64 0.64 |  |  | 530 530 |
| Styrene Styrene | Methacrylate, ethyl Methacrylate, ferrocenylmethyl | 0.55 3.63 | 0.14 | 0.33 -0.019 | 0.022 | Y | 570 293 |
| Styrene | Methacrylate, ferrocenylmethyl | 3.6 |  | 0.01 |  |  | 576 |
| Styrene Styrene | Methacrylate, glycidyl Methacrylate, glycidyl | 0.54 0.278 | 0.07 0.086 | 0.16 0.539 | 0.03 0.04 | N Y | 114 217 |
| Styrene | Methacrylate, m-nitrophenyl | 0.44 | 0.16 | 0.185 | 0.054 | Y | 177 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Styrene | Methacrylate, methyl Methacrylate, methyl | 0.497 0.432 |  | 0.464 0.422 |  |  | 824 824 |
| Styrene | Methacrylate, /?-(cinnamoylamino)-phenyl | 0.62 |  | 0.31 |  |  | 685 |
| Styrene | Methacrylate,/7-carbomethoxyphenyl | 0.482 | 0.084 | 0.178 | 0.027 | Y | 177 |
| Styrene | Methacrylate, p-nitrophenyl | 0.223 | 0.09 | 0.185 | 0.039 | Y | 177 |
